Unnamed: 0,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
325,绿源生态园,天津,2A,116.81552,39.01886115,116.8092508,39.01557984
326,天津金家窑清真寺,天津,2A,117.2024875,39.15646664,117.19603165000001,39.153053979999996
327,天津梵花陶情陶艺旅游体验馆,天津,2A,117.1225456,39.06491587,117.11614159999999,39.06118176
328,里自沽晶宝温泉农庄,天津,2A,117.357564,39.52331011,117.35108835,39.51949114999999
329,津酒文化园,天津,2A,117.2034475,39.16717005,117.19699555,39.16374882
330,福聚兴机器厂旧址景区,天津,2A,117.189406,39.15972209,117.1829199,39.15635302
331,杨柳青年画馆,天津,2A,117.015044,39.14096432,117.0087549,39.137295710000004
332,天津伊利酸奶健康产业园工业旅游区,天津,2A,117.064327,38.96479209,117.05785845,38.96145274
333,中华石园,天津,2A,117.282857,39.04897014,117.276435,39.04554872
334,平津战役天津前线指挥部旧址陈列馆,天津,2A,117.0114401,39.14143345,117.0051627,39.137758655
335,中山公园,天津,2A,117.210317,39.16303649,117.20388805,39.15956654
336,金汤桥会师公园,天津,2A,117.202191,39.14650007,117.195736,39.143092550000006
337,天津庆王府旅游景区,天津,2A,117.2144651,39.11937845,117.20806625,39.11589152
338,天津市军事管制委员会和中共天津市委旧址景区（张园）,天津,2A,117.1715194,39.10190325,117.16505515,39.0984919
339,九山顶自然风景区,天津,2A,117.5198879,40.22691431,117.51340045,40.223328515
340,天津鼓楼,天津,2A,117.1877164,39.14731388,117.18122975,39.14394891
341,天津义和团纪念馆,天津,2A,117.1646264,39.15200558,117.15815165000001,39.148514770000006
342,西柏坡纪念馆,河北,5A,113.95144,38.345586,113.94500260000001,38.342518495
343,承德避暑山庄及周围寺庙景区,河北,5A,117.9459614,40.98747009,117.93960200000001,40.983608285
344,山海关景区,河北,5A,119.805383,39.97626309,119.7991968,39.972713490000004
345,清东陵,河北,5A,117.6906264,40.18098388,117.6841789,40.177443339999996
346,野三坡景区,河北,5A,115.396635,39.66547209,115.39007090000001,39.661944195000004
347,白石山景区,河北,5A,114.7091952,39.22293065,114.70294755,39.219353395
348,娲皇宫,河北,5A,113.6243075,36.64728985,113.6179481,36.64421802
349,广府古城旅游景区,河北,5A,114.7367272,36.70734702,114.73061390000001,36.704085815
350,安新白洋淀景区,河北,5A,115.996445,38.94219411,115.9901544,38.93893618
351,天山海世界景区,河北,4A,114.607715,38.04365576,114.60163614999999,38.040243745
352,华北军区烈士陵园红色景区,河北,4A,114.470755,38.04977505,114.4644536,38.046276
353,苍岩山景区,河北,4A,114.178316,37.840268,114.17184495000001,37.837024944999996
354,正定县隆兴寺景区,河北,4A,114.588754,38.15079606,114.5826469,38.147462915
355,正定荣国府,河北,4A,114.5857484,38.15438643,114.57963035,38.151074879999996
356,五岳寨风景旅游区,河北,4A,113.883197,38.69693506,113.87683709999999,38.693513705
357,石家庄市灵寿县水泉溪景区,河北,4A,113.914805,38.64951503,113.90841895,38.64626234000001
358,石家庄市灵寿秋山景区,河北,4A,114.16287,38.54745316,114.1563656,38.54412768500001
359,嶂石岩景区,河北,4A,114.12354,37.54053702,114.1171391,37.536933515
360,石家庄市赞皇县棋盘山景区,河北,4A,114.1118546,37.63423218,114.10541905,37.630664395
361,平山县天桂山风景名胜区,河北,4A,113.756113,38.26615704,113.74962815,38.262708555
362,平山县驼梁景区,河北,4A,113.824637,38.731097,113.8180893,38.72796343
363,石家庄市华莹白鹿温泉景区,河北,4A,113.9878071,38.25585507,113.981431,38.25248227
364,石家庄市平山西苑温泉景区,河北,4A,113.988199,38.27286608,113.98181885,38.269489515000004
365,石家庄市平山东方巨龟苑,河北,4A,114.161731,38.23170708,114.1552589,38.228380275
366,平山县沕沕水景区,河北,4A,113.757424,38.20617804,113.75092875,38.202714635
367,藤龙山自然风景区,河北,4A,114.097181,38.53276081,114.0906388,38.52934696
368,平山县黑山大峡谷景区,河北,4A,113.5955143,38.55677901,113.5889654,38.55370706
369,石家庄市佛光山景区,河北,4A,113.7545766,38.2769361,113.74808425,38.27349445
370,石家庄市紫云山景区,河北,4A,113.8524416,38.22262468,113.84600335,38.219414945
371,石家庄市赵县赵州桥景区,河北,4A,114.7755069,37.72821955,114.7692256,37.7250041
372,国御温泉度假小镇,河北,4A,114.765995,38.03691207,114.7597253,38.033660929999996
373,石家庄市鹿泉区抱犊寨景区,河北,4A,114.2835955,38.09424603,114.2772333,38.090975205
374,石家庄市双凤山旅游区,河北,4A,114.3976723,38.02115169,114.39127339999999,38.01774071
375,君乐宝乳业工业旅游区,河北,4A,114.574275,38.41838351,114.5680881,38.415171584999996
376,承德市围场县塞罕坝国家森林公园,河北,4A,117.397339,42.36677892,117.39057965,42.36265824
377,承德市围场县御道口草原森林风景区,河北,4A,117.189382,42.29905243,117.18268345,42.29515267
378,承德市丰宁县京北第一草原景区,河北,4A,116.215567,41.48047884,116.2091293,41.476604955
379,承德市滦平县金山岭长城旅游区,河北,4A,117.2521296,40.69265712,117.24569725,40.68875846
380,承德市双滦区双塔山景区,河北,4A,117.8127869,40.96523128,117.80628300000001,40.961445675
381,承德市隆化县董存瑞纪念馆,河北,4A,117.737045,41.33077889,117.73053825,41.32664414
382,兴隆溶洞,河北,4A,117.4979292,40.49655247,117.4914466,40.492717715
383,丰宁满族自治县大汗行宫旅游景区,河北,4A,115.9533998,41.63744268,115.9470673,41.633456075
384,桥西安家沟生态旅游区,河北,4A,114.869345,40.86782394,114.86304315,40.864070365
385,崇礼万龙滑雪场,河北,4A,115.4055753,40.96884902,115.39893335,40.96503083
386,沽源塞外庄园,河北,4A,115.8023217,41.66023884,115.79592315,41.65605502
387,张北中都原始草原度假村,河北,4A,114.7419338,41.31356246,114.73551905,41.309498035000004
388,怀来黄龙山庄,河北,4A,115.4670751,40.50789655,115.4605847,40.504105605
389,桥西大境门风景区,河北,4A,114.898801,40.85157098,114.89243010000001,40.84805656
390,蔚县小五台·金河景区,河北,4A,114.9658325,39.95022203,114.95959595,39.946514865
391,赤城温泉度假村,河北,4A,115.757829,40.90728892,115.75134905,40.903640499999995
392,沽源沽水福源度假村,河北,4A,115.71968,41.67069385,115.7131811,41.66670106
393,沽源天鹅湖旅游度假村,河北,4A,115.703862,41.7339779,115.6974385,41.72986373
394,下花园鸡鸣山风景旅游区,河北,4A,115.3115997,40.47377021,115.3051548,40.469973565000004
395,三祖圣地——黄帝城文化旅游区,河北,4A,115.422161,40.22718705,115.41562164999999,40.22343326
396,角山景区,河北,4A,119.741096,40.05254606,119.7349088,40.048858034999995
397,长寿山景区,河北,4A,119.746911,40.07349606,119.7407364,40.06975446
398,乐岛海洋王国,河北,4A,119.7642165,39.9617586,119.7580805,39.957932855
399,鸽子窝公园,河北,4A,119.5332328,39.84313227,119.5270712,39.839360615000004
400,集发农业观光园,河北,4A,119.425776,39.82291864,119.4194102,39.819095995
401,秦皇岛野生动物园,河北,4A,119.527655,39.87650999,119.52147255,39.87271529
402,碧螺塔海上酒吧公园,河北,4A,119.541399,39.82668999,119.53524745,39.82297255
403,联峰山景区,河北,4A,119.4774573,39.83079373,119.47107704999999,39.82726223
404,秦皇求仙入海处,河北,4A,119.6281526,39.92044902,119.62205865000001,39.916788714999996
405,新澳海底世界,河北,4A,119.570149,39.9119931,119.56395115000001,39.9085455
406,旅游滑沙活动中心景区,河北,4A,119.320139,39.64257406,119.31378335,39.638943444999995
407,华夏庄园景区,河北,4A,119.189209,39.73934288,119.18287455000001,39.735603045000005
408,华侨城南戴河国际旅游度假区,河北,4A,119.3617928,39.7399351,119.355358,39.736349829999995
409,祖山景区,河北,4A,119.4642229,40.14879284,119.4577826,40.145261215
410,渔岛海洋温泉景区,河北,4A,119.2947475,39.60763788,119.2884918,39.603837885000004
411,沙雕海洋乐园,河北,4A,119.3102954,39.62563624,119.30398220000001,39.621925329999996
412,遵化万佛园景区,河北,4A,117.6308357,40.19418185,117.62447925000001,40.190584560000005
413,乐亭县李大钊纪念馆及故居,河北,4A,119.092161,39.3927501,119.08571345,39.389201299999996
414,迁西县景忠山旅游区,河北,4A,118.205659,40.19878106,118.19932370000001,40.19494301
415,迁西县青山关旅游区,河北,4A,118.528595,40.40899104,118.52229485,40.40542925
416,唐山市南湖景区,河北,4A,118.164979,39.59697934,118.1585312,39.593411585
417,乐亭月坨岛景区（含三岛旅游码头）,河北,4A,118.8815814,39.16395439,118.87539050000001,39.160639245
418,唐山市曹妃甸湿地景区,河北,4A,118.455155,39.297436,118.44885175,39.293651069999996
419,唐山开滦国家矿山公园,河北,4A,118.2052144,39.62842574,118.19890235,39.6246091
420,唐山市丰南唐津运河旅游区,河北,4A,118.0839148,39.56854661,118.07750835,39.564680775
421,唐山市滦县青龙山景区,河北,4A,118.451901,39.85251308,118.4455629,39.84863874
422,唐山市迁安山叶口景区,河北,4A,118.5337395,39.99019233,118.52747375,39.98661926
423,滦州古城景区,河北,4A,118.7644243,39.74833182,118.75810085,39.74480462
424,菩提岛景区,河北,4A,118.8423508,39.14439328,118.83614885,39.1409824
425,第一城,河北,4A,116.913358,39.72020106,116.9071667,39.71665799
426,茗汤温泉度假村,河北,4A,116.3649211,39.16086691,116.35857565,39.15739524
427,金丰农科园,河北,4A,116.7264793,39.59063757,116.72020235,39.587142715
428,金钥匙家居,河北,4A,117.0275642,39.75473966,117.02118014999999,39.751015185
429,易水湖景区,河北,4A,115.228941,39.31245106,115.22259265,39.3088549
430,易县狼牙山风景区,河北,4A,115.1837473,39.13900267,115.1773587,39.13542024
431,清西陵景区,河北,4A,115.351206,39.34728803,115.34477515,39.343647295
432,曲阳北岳庙景区,河北,4A,114.7037063,38.6274895,114.69748365,38.62411899
433,虎山风景区,河北,4A,114.570453,38.93705404,114.56422205,38.933779305
434,满城汉墓景区,河北,4A,115.3084961,38.95431687,115.30215584999999,38.950773659999996
435,奥润顺达节能门窗工业旅游景区,河北,4A,115.957093,39.30609762,115.95088774999999,39.302639479999996
436,白沟新城和道国际箱包城旅游景区,河北,4A,116.0661743,39.15402974,116.0598432,39.15037209
437,鱼谷洞景区,河北,4A,115.4184486,39.76807486,115.4119274,39.764369775
438,晋察冀边区革命纪念馆,河北,4A,114.1835504,38.73812219,114.1770464,38.73490273
439,直隶总督署博物馆,河北,4A,115.5039506,38.8655349,115.4975539,38.862309355
440,刘伶醉景区,河北,4A,115.6599573,39.02106415,115.6537088,39.01765118
441,阜平天生桥景区,河北,4A,113.8940894,38.86862669,113.88773739999999,38.86518279
442,吴桥杂技大世界,河北,4A,116.392496,37.64795455,116.3863152,37.644360015000004
443,东光铁佛寺,河北,4A,116.5448163,37.88205602,116.5387891,37.878642235
444,衡水湖景区,河北,4A,115.660719,37.65774499,115.6545672,37.654403055
445,武强年画博物馆,河北,4A,115.9875689,38.04380929,115.98134205,38.040664
446,邢台县天河山景区,河北,4A,113.808579,37.10107397,113.80211424999999,37.097949035
447,邢台县前南峪生态旅游区,河北,4A,113.9260675,37.17011975,113.91974745,37.167023349999994
448,内丘扁鹊庙景区,河北,4A,114.2796084,37.31705571,114.2733135,37.313765614999994
449,邢台县太行奇峡群景区,河北,4A,113.832438,37.14356297,113.8259916,37.140508795
450,临城崆山白云洞旅游区,河北,4A,114.4457316,37.47242334,114.43934905,37.469090155
451,邢台县云梦山景区,河北,4A,113.9354713,37.33372816,113.92910695,37.330639905
452,邢台县天梯山景区,河北,4A,114.2625652,37.11066594,114.25631475,37.107293659999996
453,邢台县九龙峡景区,河北,4A,113.8678671,37.19245928,113.86156224999999,37.189165235000004
454,邢台县紫金山,河北,4A,113.8034165,37.02619813,113.79696924999999,37.023056714999996
455,丛台公园,河北,4A,114.4968369,36.62243776,114.49066985,36.619182635
456,八路军129师司令部旧址,河北,4A,113.641927,36.59334948,113.6356079,36.59018963
457,朝阳沟,河北,4A,113.8042186,36.9262761,113.79778429999999,36.923180245
458,京娘湖风景区,河北,4A,113.9575117,36.90814157,113.95116279999999,36.905170659999996
459,东山文化博艺园,河北,4A,114.2523123,36.71548934,114.2461102,36.71221016
460,响堂山风景名胜区,河北,4A,114.176814,36.54712393,114.1704287,36.544157325
461,赵苑公园,河北,4A,114.4792539,36.63027201,114.47305395000001,36.626976674999995
462,长寿村,河北,4A,113.842597,37.00589094,113.83618335,37.00284184
463,太行五指山旅游区,河北,4A,113.670022,36.52873695,113.66363615,36.525674655
464,冀晋鲁豫革命纪念园,河北,4A,114.1835504,38.73812219,114.1770464,38.73490273
465,七步沟,河北,4A,113.8816282,36.93871209,113.8753795,36.93544419
466,石家庄勒泰中心旅游景区,河北,3A,114.5131801,38.05088274,114.50693394999999,38.04753092
467,仙台山景区,河北,3A,113.8395638,38.12514616,113.83308885,38.12201616
468,于家石头村,河北,3A,114.039214,37.94778806,114.0327251,37.944425155000005
469,高远红木博览城景区,河北,3A,114.5662454,38.17390831,114.56004304999999,38.170751100000004
470,周家庄农业特色观光园,河北,3A,115.124536,38.01662903,115.11813325,38.013273
471,新乐市伏羲台景区,河北,3A,114.722483,38.38770315,114.71629235,38.384234795
472,承德市双桥区魁星楼景区,河北,3A,117.958131,40.96448897,117.9517782,40.960546065
473,承德市丰宁县白云古洞景区,河北,3A,116.926432,41.04675796,116.92010505,41.04306584
474,承德市兴隆县奇石谷景区,河北,3A,117.5857194,40.35369485,117.5793505,40.350049354999996
475,承德市兴隆县六里坪-九龙潭景区,河北,3A,117.5154285,40.34993405,117.50893785,40.346286885
476,承德市平泉县辽河源国家森林公园,河北,3A,118.5283307,41.31323525,118.5219508,41.30934835
477,承德市宽城满族自治县蟠龙湖景区,河北,3A,118.3577467,40.44256255,118.3513027,40.43883332
478,承德市平泉县泽州园,河北,3A,118.688425,41.01510795,118.6821839,41.011096304999995
479,大清猎苑景区,河北,3A,117.678932,42.05034286,117.67232154999999,42.046473840000004
480,白草洼国家森林公园,河北,3A,117.5926929,40.83605361,117.5863132,40.832221775
481,联玉生态园,河北,3A,114.5144868,36.63105203,114.50831174999999,36.62794908
482,茅荆坝国家森林公园,河北,3A,118.1950656,41.65713736,118.1885992,41.652898300000004
483,九龙醉酒文化产业园,河北,3A,116.64697,41.23511691,116.640781,41.231078515
484,青松岭文化旅游度假区,河北,3A,117.443769,40.302566,117.4371433,40.298958685
485,天子山风景区,河北,3A,117.670489,40.35196805,117.66399369999999,40.34854244
486,张家口堡（堡子里）,河北,3A,114.881871,40.82599999,114.87553255,40.822378555
487,蔚县暖泉古镇,河北,3A,114.443549,39.80939309,114.43703225,39.80584072
488,蔚县飞狐峪—空中草原,河北,3A,114.636503,39.73298,114.63025335,39.729478235
489,张北安固里草原度假村,河北,3A,114.7419338,41.31356246,114.73551905,41.309498035000004
490,崇礼长城岭滑雪场景区,河北,3A,115.4669771,41.01839082,115.46046129999999,41.014417385
491,宣化文化古城,河北,3A,115.110191,40.60193473,115.10364575,40.59810851500001
492,张北野狐岭要塞军事旅游区,河北,3A,114.7227328,41.11233352,114.7163725,41.10830728
493,董存瑞纪念馆,河北,3A,115.5698989,40.46480336,115.56361705,40.461063804999995
494,蔚州古城,河北,3A,114.578297,39.85006106,114.57204540000001,39.846541825
